society,colony,property_type,price_outer,price_per_sqft,Total Floors,Facing,bedrooms,bathrooms,balconies,area,super_built_up_area,built_up_area,carpet_area,plot_area,study room,servant room,store room,pooja room,others,view floor plan,furnishing_type,luxury_score,Overlooking_Categories,area/bedrooms
bharati niketan,habib ganj,House,150.0,10000,2.0,East,5,4,2,1500.0,,,,1500.0,0,0,0,0,0,0,1,9,Green View Homes,300.0
rajved colony,gehu kheda,House,31.0,5166,2.0,North,2,3,1,600.08,,,,600.0,0,0,0,1,0,0,1,6,Road Facing Homes,150.02
swadesh red square,misrod,House,170.0,10625,2.0,East,5,5,2,1600.0,,3200.0,,1600.0,1,1,1,1,0,0,1,85,Amenity Facing Homes,320.0
fortune soumya atlantis,katara hills,Flat,22.0,2355,2.0,West,2,2,2,934.18,934.0,,,,0,0,0,0,0,0,1,42,Amenity Facing Homes,467.09
victoria appts.,shahjahanabad,Flat,35.0,4545,3.0,,2,2,1,770.08,,,770.0,,0,0,0,0,0,0,1,9,Road Facing Homes,385.04
patel nagar colony,patel nagar,House,34.9,5816,2.0,East,2,2,1,600.07,,800.0,600.0,390.0,0,0,0,0,0,0,0,24,Road Facing Homes,300.035
landmark the prospera,bagmuliya,Flat,23.0,3066,1.0,,2,2,1,750.16,,,750.0,,0,0,0,0,0,0,1,35,Green View Homes,375.08
fine avenue phase 2,bhopal,House,70.0,5833,1.0,East,3,2,2,1200.07,,,,1200.0,0,0,0,1,1,0,1,0,Road Facing Homes,400.0233333333333
gopal nagar,patel nagar,House,56.0,6363,2.0,,3,2,2,880.09,,,1250.0,880.0,0,0,0,0,0,0,1,13,Road Facing Homes,293.36333333333334
saket nagar,habib ganj,House,270.0,10588,2.0,North-East,5,4,3,2550.06,,,,2550.0,1,1,0,0,0,0,1,22,Road Facing Homes,510.012
bhel nagar,ayodhya bypass,House,65.0,4333,1.0,West,3,3,0,1500.12,,,,1500.0,0,0,1,0,0,0,1,0,Road Facing Homes,500.03999999999996
karond,karond,House,70.0,7000,2.0,West,4,2,1,1000.0,,,,1000.0,0,0,0,0,1,0,0,4,Green View Homes,250.0
khajuri,bhopal,House,69.0,2156,2.0,,2,2,2,3200.37,,,,3200.0,0,0,0,1,0,0,1,0,Road Facing Homes,1600.185
ikon kanha greens,bawadia kalan,Flat,42.0,2593,4.0,,3,3,0,1619.75,,1620.0,,,0,0,0,0,0,0,1,8,Amenity Facing Homes,539.9166666666666
girnar hills,awadhpuri,Flat,20.0,2191,2.0,East,3,2,2,912.83,890.0,,,,0,0,0,0,0,0,1,33,Amenity Facing Homes,304.2766666666667
shobharam gaud apartment,habib ganj,Flat,22.75,3033,2.0,,2,1,1,750.08,,,750.0,,0,0,0,0,0,0,0,0,Road Facing Homes,375.04
ayodhya nagar,ayodhya nagar,House,38.0,4750,2.0,,3,3,0,800.0,,800.0,,,0,0,0,0,0,0,1,3,Road Facing Homes,266.6666666666667
landmark the prospera,bagmuliya,Flat,42.0,4666,4.0,East,3,2,2,900.13,,1200.0,900.0,,0,0,0,0,0,0,0,35,Green View Homes,300.04333333333335
kolar,kolar road,House,25.0,5555,1.0,West,3,3,0,450.05,,,,450.0,0,0,0,0,0,0,1,10,Amenity Facing Homes,150.01666666666668
karod,karond,House,50.0,6666,3.0,,2,7,3,750.08,,,,750.0,0,0,0,0,0,0,1,0,Road Facing Homes,150.01600000000002
globus coral woods,misrod,Flat,100.0,4593,3.0,,4,4,2,2177.23,2177.0,1630.0,,,1,0,0,0,0,0,1,30,Amenity Facing Homes,544.3075
sagar residency,arera colony,Flat,15.0,3000,3.0,,1,1,1,500.0,,,500.0,,0,0,0,0,0,0,1,3,Road Facing Homes,500.0
awadhpuri,awadhpuri,House,95.0,7600,2.0,,4,5,0,1250.0,,1250.0,,,0,0,0,0,0,0,1,4,Green View Homes,312.5
18 down hills,bawadia kalan,House,550.0,15000,3.0,,5,8,3,3666.67,,,,3200.0,1,1,1,1,0,0,1,22,Road Facing Homes,733.3340000000001
bhojpal shri radhakrishna residency,hoshangabad road,House,100.0,9259,2.0,,4,4,2,1080.03,,1400.0,,1080.0,0,0,0,0,0,0,1,21,Green View Homes,270.0075
kamal the bellaire,gandhinagar,Flat,30.0,3000,4.0,,2,2,3,1000.0,,,1000.0,,0,0,0,0,0,0,1,0,Road Facing Homes,500.0
pink homes,awadhpuri,Flat,14.0,3500,1.0,,1,1,0,400.0,400.0,,,,0,0,0,0,0,0,1,0,Road Facing Homes,400.0
lig flats,central bhopal,Flat,43.0,10804,1.0,,1,1,1,398.0,,,398.0,,0,0,0,0,0,0,0,0,Road Facing Homes,398.0
globus coral woods,misrod,Flat,87.0,5605,2.0,,4,4,2,1552.19,1552.0,,,,0,1,0,0,0,0,1,91,Amenity Facing Homes,388.0475
amrit south avenue,shahpura,House,300.0,16666,2.0,South-West,3,3,1,1800.07,,3000.0,,1800.0,0,0,0,0,0,0,1,0,Road Facing Homes,600.0233333333333
people world,karond,House,27.0,6750,2.0,,2,2,1,400.0,,,,400.0,0,0,0,0,0,0,1,20,Road Facing Homes,100.0
narela jod ayodhya bypass,ayodhya bypass,House,315.0,21000,3.0,East,2,2,2,1500.0,,,,1500.0,0,1,0,0,1,0,1,4,Green View Homes,750.0
noor mahal ashok colony,bhopal,House,250.0,9259,1.0,North-East,4,3,2,2700.08,,5400.0,4900.0,2700.0,1,1,0,0,0,0,0,27,Green View Homes,675.02
jeevan sagar apartment,bhopal,Flat,50.0,6666,1.0,East,2,2,2,750.08,,750.0,650.0,,0,0,0,1,1,0,0,2,Road Facing Homes,375.04
saikripa apartment mandakini colony kolar road,bhopal,Flat,38.0,3830,2.0,East,2,2,2,992.17,,992.0,694.0,,0,0,0,0,0,0,0,50,Green View Homes,496.085
lambakheda,navi bagh,House,55.0,3928,1.0,,3,2,0,1400.2,,,,1400.0,0,0,0,0,0,0,1,3,Premium Scenic Homes,466.73333333333335
shri rameshwaram,bagmuliya,House,202.0,8015,1.0,North-East,3,3,1,2520.27,,,,2520.0,0,0,0,0,0,0,1,85,Road Facing Homes,840.09
laharpur,bagmuliya,House,35.0,4861,1.0,,2,2,0,720.02,,,,720.0,0,0,0,0,1,0,1,8,Green View Homes,360.01
ayodhya nagar,ayodhya nagar,House,130.0,7879,2.0,,4,2,0,1649.96,,1650.0,,,0,0,0,0,0,0,1,3,Road Facing Homes,412.49
imperial harmony,katara hills,Flat,30.0,2222,4.0,South-East,3,2,2,1350.14,,1350.0,,,0,0,0,0,0,0,1,24,Green View Homes,450.0466666666667
hoshanganad road,bagmugaliya,House,110.0,7333,2.0,North,5,4,2,1500.07,,2200.0,1800.0,1500.0,1,0,0,1,1,0,1,22,Green View Homes,300.014
ashoka garden,ashoka garden,House,105.0,4200,3.0,East,4,5,1,2500.0,,2500.0,,,0,0,0,0,0,0,1,27,Road Facing Homes,625.0
geet mohini flats,ayodhya bypass,Flat,5.8,2989,1.0,South,1,1,0,194.04,,246.0,194.0,,0,0,0,0,0,0,1,0,Road Facing Homes,194.04
jeet homes,ayodhya bypass,Flat,20.0,3120,5.0,South,2,1,1,641.03,,712.0,641.0,,0,0,0,0,0,1,1,65,Road Facing Homes,320.515
mandakini colony,shahpura,House,180.0,8571,2.0,South-West,5,4,3,2100.11,,,,2100.0,0,0,0,0,0,0,1,0,Road Facing Homes,420.02200000000005
shiva whispering woods,salaiya,Flat,45.0,4245,4.0,,3,2,0,1060.07,1060.0,,,,0,0,0,0,0,0,1,25,Green View Homes,353.3566666666666
bharat nagar karam veer nagar,piplani,House,125.0,8333,2.0,,3,2,2,1500.06,,,,1500.0,0,0,0,0,0,0,1,0,Road Facing Homes,500.02
keelandev apartments,central bhopal,Flat,225.0,11166,3.0,East,3,4,3,2015.05,,,2015.0,,0,1,0,0,0,0,1,35,Premium Scenic Homes,671.6833333333333
dilip nandgaon,bagmugaliya,House,65.0,6632,3.0,West,2,3,2,980.1,,2000.0,,980.0,0,0,0,0,0,0,2,13,Green View Homes,140.0142857142857
lambakheda,navi bagh,House,29.0,3222,1.0,,3,2,0,900.06,,900.0,,,0,0,0,0,0,0,1,3,Premium Scenic Homes,300.02
girnar hills,awadhpuri,House,35.0,4666,2.0,,2,2,2,750.11,,,,750.0,0,0,0,0,0,0,1,33,Amenity Facing Homes,375.055
simran residency,govindpura,Flat,31.5,3539,2.0,East,3,2,2,890.08,1100.0,950.0,890.0,,0,0,1,0,0,0,0,55,Road Facing Homes,296.6933333333333
aks land mark sector a,bhopal,House,150.0,6250,1.0,,4,4,0,2400.0,,,2400.0,,0,0,0,0,0,0,1,0,Road Facing Homes,600.0
natraj society,misrod,Flat,35.0,3500,2.0,East,3,2,2,1000.0,,,1000.0,,0,0,0,0,0,0,1,45,Road Facing Homes,333.3333333333333
paras heights,ayodhya bypass,Flat,30.5,2839,6.0,,3,3,2,1074.32,,,1074.0,,1,0,0,0,0,0,0,19,Green View Homes,358.1066666666666
ville panache,salaiya,Flat,90.0,5142,6.0,,3,2,3,1750.29,1750.0,,1460.0,,0,0,0,0,0,0,1,66,Amenity Facing Homes,583.43
bx sector rajharsh colony kolar road,gehu kheda,House,48.0,7666,2.0,West,3,3,1,626.14,,1100.0,,600.0,0,0,0,0,1,0,0,3,Road Facing Homes,208.71333333333334
agrawal sagar golden palm,katara hills,Flat,25.0,3846,2.0,West,2,2,1,650.03,1000.0,,650.0,,0,0,0,0,0,0,0,82,Green View Homes,325.015
aakriti aqua city,hoshangabad road,House,42.0,5250,2.0,,3,2,1,800.0,,1350.0,,800.0,1,0,0,1,0,0,1,9,Green View Homes,266.6666666666667
agrawal sagar pearl phase 1,hoshangabad road,House,125.0,11061,2.0,East,4,4,3,1130.1,,2400.0,1200.0,1130.0,1,0,0,1,1,0,0,56,Premium Scenic Homes,282.525
sage suncity,katara hills,House,75.0,9615,2.0,,3,3,2,780.03,,,,780.0,0,0,0,0,0,0,1,71,Green View Homes,260.01
drishti city,kolar road,Flat,29.85,2388,4.0,,3,2,2,1250.0,,,1250.0,,0,0,0,0,0,0,1,43,Amenity Facing Homes,416.6666666666667
ibd hallmark citii,mahawadiya,Flat,21.0,1953,3.0,North,3,2,1,1075.27,1075.0,,764.0,,0,0,0,0,0,1,1,12,Road Facing Homes,358.42333333333335
fortune kasturi,hoshangabad road,Flat,37.0,2850,1.0,East,2,2,2,1298.25,1298.0,,,,0,0,0,0,0,0,1,46,Amenity Facing Homes,649.125
sagar royal villas,bagmugaliya,Flat,38.0,2171,4.0,,3,3,2,1750.35,1750.0,,,,0,0,0,0,0,0,0,59,Amenity Facing Homes,583.4499999999999
bda flats,piplani,Flat,25.0,2777,3.0,,2,2,1,900.25,,,900.0,,0,0,0,0,0,0,1,0,Road Facing Homes,450.125
on request,piplani,Flat,17.0,3090,1.0,East,2,2,1,550.16,,,550.0,,0,0,0,0,0,0,1,3,Road Facing Homes,275.08
harshit lifestyle,gandhinagar,Flat,40.0,4255,1.0,,3,2,1,940.07,,,940.0,,0,0,0,0,0,0,1,28,Amenity Facing Homes,313.3566666666667
shirdipuram,shirdipuram,House,120.0,10454,2.0,East,4,4,2,1147.89,,,,1100.0,0,0,0,0,0,0,1,48,Green View Homes,286.9725
krishna nagar street no 2,bypass road,House,15.0,2727,1.0,,1,1,1,550.06,,,,550.0,0,0,0,0,0,0,1,0,Road Facing Homes,550.06
bangrasia,bhopal,House,35.0,5833,1.0,East,2,2,1,600.03,,1200.0,600.0,600.0,0,0,0,0,0,0,1,3,Road Facing Homes,300.015
awadhpuri,awadhpuri,House,85.0,7391,3.0,East,4,5,2,1150.05,,,,1150.0,0,0,0,1,0,0,1,4,Green View Homes,287.5125
karond,karond,House,95.0,2111,3.0,,7,6,0,4500.24,,4500.0,,,0,0,0,0,0,0,1,4,Green View Homes,642.8914285714285
kolar road,kolar road,House,80.0,5333,2.0,East,4,4,2,1500.09,,,,1500.0,0,0,0,0,0,0,1,13,Road Facing Homes,375.0225
sheetal dham society,mandideep,Flat,25.0,3333,1.0,,2,2,1,750.08,,,750.0,,0,0,0,0,0,0,1,35,Amenity Facing Homes,375.04
jd kasturi vihar,misrod,House,110.0,10628,2.0,East,3,4,1,1035.0,,1600.0,,1035.0,0,0,0,1,0,0,0,7,Road Facing Homes,345.0
dk devsthali,arera colony,House,135.0,10384,3.0,,3,3,2,1300.08,,,,1300.0,0,1,0,1,0,0,1,9,Green View Homes,433.35999999999996
hoshangabad road,bhopal,Flat,35.0,3608,5.0,North,2,2,1,970.07,,,970.0,,0,0,0,0,0,0,1,22,Amenity Facing Homes,485.035
crystal ideal city,awadhpuri,House,280.0,11666,3.0,,5,3,0,2400.14,,,,2400.0,0,0,0,0,0,0,1,4,Road Facing Homes,480.02799999999996
nariyalkheda,karond,House,75.0,7500,2.0,,2,1,0,1000.0,,,,1000.0,0,0,0,0,0,0,1,0,Road Facing Homes,500.0
trilanga,shahpura,House,150.0,7692,2.0,East,4,5,2,1950.08,,,,1950.0,0,0,0,0,1,0,0,9,Road Facing Homes,487.52
neelbad,neelbad,House,50.0,3834,1.0,,2,2,1,1304.12,,,1304.0,,0,0,0,0,0,0,1,42,Road Facing Homes,652.06
pushpa nagar,bhopal,House,70.0,5154,2.0,South,3,2,0,1358.17,,,,1358.0,1,0,0,1,0,0,1,0,Green View Homes,452.72333333333336
hoshangabad road,hoshangabad road,House,250.0,22563,2.0,,4,4,0,1108.01,,,,1108.0,0,0,0,0,0,0,1,22,Amenity Facing Homes,277.0025
sector c indrapuri,piplani,House,450.0,16304,2.0,,8,5,3,2760.06,,,,2760.0,0,0,0,0,0,0,1,0,Road Facing Homes,345.0075
maharishi patanjali parisar,gandhinagar,Flat,13.5,2250,4.0,East,2,1,1,600.0,,600.0,,,0,0,0,0,1,0,1,44,Green View Homes,300.0
raj minal residency,ayodhya bypass,House,209.0,7013,3.0,East,5,4,3,2980.18,,3690.0,2980.0,1860.0,1,1,0,1,1,0,0,65,Road Facing Homes,596.036
,awadhpuri,Flat,22.0,2444,1.0,,2,2,0,900.16,,900.0,,,0,0,0,0,0,0,1,0,Road Facing Homes,450.08
western courtyard,shirdipuram,Flat,85.0,5667,4.0,South-West,4,4,0,1499.91,,1500.0,,,0,0,0,0,0,0,1,36,Road Facing Homes,374.9775
bairagarh,bairagarh,House,42.0,3500,3.0,,3,2,0,1200.0,,1200.0,,,0,0,0,0,0,0,1,0,Road Facing Homes,400.0
jdn kasturi smart city,misrod,House,70.0,8641,2.0,East,3,3,1,810.09,,,,810.0,0,0,0,0,0,0,1,9,Road Facing Homes,270.03000000000003
chinarr 7th mile,outside bhopal,House,25.0,3125,,,2,2,1,800.0,,,,800.0,0,0,0,0,0,0,1,16,Green View Homes,400.0
regal nest,awadhpuri,Flat,22.0,3554,4.0,East,2,2,1,619.02,,,619.0,,0,0,0,0,0,0,1,23,Green View Homes,309.51
lila atulyam,salaiya,Flat,57.0,3071,7.0,,3,3,2,1856.07,1856.0,1375.0,,,0,0,0,0,0,0,1,59,Green View Homes,618.6899999999999
sunrise colony,shahjahanabad,House,250.0,10416,2.0,East,6,6,1,2400.15,,5200.0,,2400.0,0,0,0,1,0,0,2,10,Road Facing Homes,400.02500000000003
sudha apartment,kolar road,Flat,20.0,6666,3.0,,1,1,2,300.03,300.0,,,,0,0,0,0,0,0,1,0,Road Facing Homes,300.03
gammon shrishti cbd,central bhopal,Flat,315.0,12475,8.0,East,4,5,3,2525.05,2525.0,,,,0,1,0,0,0,0,1,69,Amenity Facing Homes,631.2625
unitech unihomes,gehu kheda,Flat,22.0,2242,5.0,East,2,2,3,981.27,981.0,,740.0,,0,0,0,0,0,0,1,41,Amenity Facing Homes,490.635
sarvadharm colony,kolar road,Flat,17.0,2125,2.0,North,2,2,2,800.0,800.0,,720.0,,0,0,0,0,1,0,0,8,Road Facing Homes,400.0
rosewood enclave,hoshangabad road,Flat,50.0,3125,2.0,,3,3,2,1600.0,1600.0,,1400.0,,0,0,0,0,0,0,0,71,Amenity Facing Homes,533.3333333333334
tirupati abhinav homes ayodhya bypass,ayodhya bypass,House,95.0,9178,2.0,,3,3,1,1035.08,,,,1035.0,0,0,0,0,0,0,1,4,Road Facing Homes,345.02666666666664
panchvati market,bhopal,House,235.0,15666,2.0,East,4,3,1,1500.06,,,,1500.0,0,0,0,0,0,0,1,8,Road Facing Homes,375.015
metro ashiyana,hoshangabad road,Flat,35.0,3286,5.0,North-East,2,2,1,1065.12,1065.0,,,,0,0,0,0,0,0,1,0,Green View Homes,532.56
fortune divine city,hoshangabad road,Flat,27.0,3020,4.0,,2,2,1,894.04,894.0,,700.0,,0,0,0,0,0,0,1,45,Green View Homes,447.02
lakhumal nikhil nestles,hoshangabad road,Flat,33.0,3666,6.0,West,2,2,1,900.16,1200.0,,900.0,,0,0,0,0,0,0,0,59,Amenity Facing Homes,450.08
fortune soumya heritage,misrod,Flat,35.0,2800,5.0,,3,2,1,1250.0,1250.0,,,,0,0,0,0,0,0,0,62,Amenity Facing Homes,416.6666666666667
appartment,lalgathi,Flat,26.0,3466,2.0,,2,2,1,750.14,,,750.0,,0,0,0,0,0,0,1,17,Green View Homes,375.07
satya prakash nice space,gandhinagar,Flat,35.0,2788,3.0,West,2,2,3,1255.38,1255.0,900.0,,,0,0,0,0,0,0,1,105,Amenity Facing Homes,627.69
abhi homes,aishbagh,Flat,50.0,5000,1.0,,3,2,0,1000.0,,,1000.0,,0,0,0,0,0,0,1,0,Road Facing Homes,333.3333333333333
swastik grand,misrod,Flat,38.0,2000,6.0,,3,4,2,1900.0,1800.0,1350.0,,,0,0,0,0,0,0,1,0,Road Facing Homes,633.3333333333334
salaiya,salaiya,House,200.0,14134,2.0,West,4,4,2,1415.03,,2000.0,,1415.0,0,0,0,0,0,0,1,16,Amenity Facing Homes,353.7575
soumya parklands,awadhpuri,Flat,30.0,2661,4.0,,3,2,2,1127.4,,1127.0,783.0,,0,0,0,0,0,0,0,48,Road Facing Homes,375.8
mp rachna towers,govindpura,Flat,170.0,9742,9.0,East,4,5,3,1745.02,,,1745.0,,1,1,0,0,0,0,2,28,Amenity Facing Homes,436.255
unihomes,chuna bhatti,Flat,17.0,2267,1.0,,2,2,0,749.89,,750.0,,,0,0,0,0,0,0,1,0,Road Facing Homes,374.945
sourabh colony,bhopal,House,30.0,3333,1.0,,2,2,2,900.09,,900.0,800.0,,0,0,0,0,0,0,1,0,Road Facing Homes,450.045
agrawal sagar eden garden,bagmugaliya,Flat,75.0,4166,5.0,,4,4,2,1800.29,1800.0,,,,0,0,0,0,0,0,0,43,Amenity Facing Homes,450.0725
aakriti enclave,shahpura,Flat,31.0,4428,4.0,East,2,2,2,700.09,,,700.0,,0,0,0,0,0,0,1,28,Green View Homes,350.045
ibd raisina,patel nagar,House,128.0,7111,2.0,West,5,6,3,1800.03,,,,1800.0,0,1,0,0,0,0,1,11,Amenity Facing Homes,180.003
nikhil devalaya pristine,bawadia kalan,Flat,68.0,4689,6.0,East,3,3,2,1450.2,1850.0,,1450.0,,0,0,0,0,0,0,0,35,Premium Scenic Homes,483.40000000000003
priyadarshini the athenaeum,bawadia kalan,House,500.0,13764,3.0,,7,8,3,3632.66,,,,2906.0,0,1,1,1,0,0,1,16,Road Facing Homes,518.9514285714286
my city,outside bhopal,House,48.0,5333,2.0,,4,2,2,900.06,,,,900.0,0,0,0,0,1,0,1,0,Road Facing Homes,225.015
mandideep,mandideep,House,82.0,5125,2.0,East,5,7,2,1600.0,,,,1600.0,0,1,0,0,0,0,1,8,Road Facing Homes,160.0
sagar royal villas,bagmuliya,Flat,45.0,4285,5.0,,3,2,2,1050.18,,,1050.0,,0,0,0,0,0,0,1,59,Amenity Facing Homes,350.06
ayodhya nagar,ayodhya bypass,House,22.0,5597,2.0,North,2,2,1,393.07,,,,393.0,0,0,0,0,0,0,1,3,Road Facing Homes,196.535
luxe residences,bhopal,Flat,165.0,6600,5.0,North-East,4,4,2,2500.0,,,2500.0,,0,0,0,1,1,1,1,26,Road Facing Homes,625.0
e8 arera colony,arera colony,House,265.0,11736,2.0,North,6,6,2,2258.01,,,,2258.0,1,1,1,1,0,0,2,44,Green View Homes,376.33500000000004
fortune kasturi,hoshangabad road,Flat,60.0,5796,4.0,East,3,2,2,1035.2,,1035.0,,,1,0,1,1,0,0,0,105,Amenity Facing Homes,345.06666666666666
krishna nagar,bhopal,House,6.25,1388,1.0,East,2,2,1,450.29,,,,450.0,0,0,0,0,0,0,1,7,Road Facing Homes,225.145
awadhpuri,awadhpuri,House,65.0,8125,2.0,East,3,3,1,800.0,,,,800.0,0,0,0,0,0,0,1,4,Amenity Facing Homes,266.6666666666667
tilak society,lalgathi,House,62.0,8539,2.0,,3,3,1,726.08,,1350.0,726.0,726.0,0,0,0,0,0,0,1,13,Road Facing Homes,242.02666666666667
janki apartments,kolar road,Flat,37.0,2960,5.0,,3,2,2,1250.0,,1250.0,1000.0,,0,0,0,0,0,0,0,9,Green View Homes,416.6666666666667
